[
    [1.66719173e-03, 8.94591091e-04, 6.19020245e-04, -3.56634279e-03, 1.97040874e-03, -1.34259190e-02, 6.74029079e-03, 7.72496403e-03, 3.18918947e-04, -2.84050293e-03, -1.25839543e-02, -6.59851674e-03, 9.18844151e-04],
    [1.67009086e-03, 8.98543857e-04, 6.86215786e-04, -3.53607452e-03, 1.94633220e-03, -1.33938270e-02, 6.63648511e-03, 7.78179764e-03, 3.40061680e-04, -2.87182672e-03, -1.26172876e-02, -6.71992794e-03, 6.25630685e-04],
    [1.67505870e-03, 8.99061619e-04, 6.78769656e-04, -3.54954128e-03, 1.94251431e-03, -1.34054000e-02, 6.61798093e-03, 7.75197752e-03, 3.38326984e-04, -2.86807628e-03, -1.25928003e-02, -6.75501441e-03, 5.78663545e-04],
    [1.67263950e-03, 8.98750714e-04, 6.80383923e-04, -3.54803603e-03, 1.93297556e-03, -1.33882616e-02, 6.64254139e-03, 7.75664980e-03, 3.53864953e-04, -2.87423384e-03, -1.25428898e-02, -6.70944943e-03, 6.42256530e-04],
    [1.66693506e-03, 8.85841842e-04, 7.03288152e-04, -3.55195702e-03, 1.92874666e-03, -1.33979384e-02, 6.64720090e-03, 7.78272939e-03, 3.43901039e-04, -2.87929733e-03, -1.25256879e-02, -6.68559902e-03, 6.59342016e-04],
    [1.65779330e-03, 8.86288553e-04, 7.29609348e-04, -3.54798870e-03, 1.94163565e-03, -1.33775866e-02, 6.63927522e-03, 7.78965789e-03, 3.32499690e-04, -2.88555275e-03, -1.25212489e-02, -6.68441392e-03, 6.41075471e-04],
    [1.68042281e-03, 8.86468039e-04, 7.34027182e-04, -3.54924489e-03, 1.93510961e-03, -1.33631240e-02, 6.65263497e-03, 7.78842207e-03, 3.39430946e-04, -2.87509155e-03, -1.25140966e-02, -6.67274070e-03, 6.55808129e-04],
    [1.66736411e-03, 8.84106706e-04, 7.30131134e-04, -3.54335570e-03, 1.93739163e-03, -1.33823579e-02, 6.64232736e-03, 7.75962339e-03, 3.41417988e-04, -2.86650457e-03, -1.25153518e-02, -6.68071152e-03, 6.72243332e-04],
    [1.66186887e-03, 8.79045452e-04, 7.43582783e-04, -3.54076182e-03, 1.93057920e-03, -1.34016989e-02, 6.66716600e-03, 7.73860429e-03, 3.46863477e-04, -2.87240603e-03, -1.25529703e-02, -6.70737769e-03, 7.19442593e-04],
    [1.61911721e-03, 8.92460271e-04, 7.51986635e-04, -3.54344932e-03, 1.92953704e-03, -1.34182781e-02, 6.67042037e-03, 7.73285650e-03, 3.58424889e-04, -2.87935976e-03, -1.25763641e-02, -6.72189053e-03, 6.73521673e-04],
    [1.62253478e-03, 9.00181121e-04, 7.41963026e-04, -3.55011667e-03, 1.93234471e-03, -1.34069142e-02, 6.67387464e-03, 7.73501184e-03, 3.69962752e-04, -2.87710010e-03, -1.25568862e-02, -6.68368321e-03, 6.67120142e-04],
    [1.63452018e-03, 9.01680607e-04, 7.25878310e-04, -3.53904226e-03, 1.92283997e-03, -1.34199377e-02, 6.65366933e-03, 7.73100263e-03, 3.60298536e-04, -2.89726523e-03, -1.24958709e-02, -6.67631662e-03, 6.72886570e-04],
    [1.64414461e-03, 8.94973111e-04, 7.26146407e-04, -3.55181479e-03, 1.92981144e-03, -1.34017159e-02, 6.63773380e-03, 7.70491850e-03, 3.74923907e-04, -2.87946263e-03, -1.24534621e-02, -6.69600361e-03, 6.60007298e-04],
    [1.64873136e-03, 6.44518378e-04, 6.14467597e-04, -2.98928505e-03, 1.69770189e-03, -1.03024208e-02, 7.96864810e-03, 6.68891431e-03, 3.19201563e-04, -2.21998991e-03, -1.02099100e-02, -4.66793753e-03, 3.36633135e-03]
]
